2019-03-23 00:15:23	22.24	76.9	0.0	400.0
2019-03-23 00:15:26	22.21	76.88	0.0	400.0
2019-03-23 00:15:30	22.18	76.86	0.0	400.0
2019-03-23 00:15:33	22.16	76.82	0.0	400.0
2019-03-23 00:15:36	22.14	76.78	0.0	400.0
2019-03-23 00:15:39	22.16	76.8	0.0	400.0
2019-03-23 00:15:42	22.14	76.78	0.0	412.0
2019-03-23 00:15:45	22.13	76.78	0.0	403.0
2019-03-23 00:15:48	22.16	76.78	0.0	403.0
2019-03-23 00:15:51	22.15	76.78	0.0	400.0
2019-03-23 00:15:54	22.16	76.76	0.0	411.0
2019-03-23 00:15:58	22.15	76.8	4.0	404.0
2019-03-23 00:16:01	22.16	76.8	7.0	415.0
2019-03-23 00:16:04	22.14	76.84	6.0	410.0
2019-03-23 00:16:07	22.13	76.86	3.0	415.0
2019-03-23 00:16:10	22.15	76.84	7.0	415.0
2019-03-23 00:16:13	22.16	76.86	9.0	410.0
2019-03-23 00:16:16	22.16	76.82	10.0	415.0
2019-03-23 00:16:19	22.16	76.84	0.0	400.0
2019-03-23 00:16:22	22.16	76.86	2.0	420.0
2019-03-23 00:16:26	22.14	76.88	3.0	426.0
2019-03-23 00:16:29	22.16	76.94	6.0	436.0
2019-03-23 00:16:32	22.16	76.92	8.0	428.0
2019-03-23 00:16:35	22.16	76.92	10.0	427.0
2019-03-23 00:16:38	22.13	76.94	14.0	427.0
2019-03-23 00:16:41	22.14	76.92	15.0	422.0
2019-03-23 00:16:44	22.15	76.92	10.0	412.0
2019-03-23 00:16:47	22.15	76.92	15.0	420.0
2019-03-23 00:16:50	22.14	76.9	15.0	423.0
2019-03-23 00:16:54	22.13	76.96	8.0	411.0
2019-03-23 00:16:57	22.1	76.94	1.0	411.0
2019-03-23 00:17:00	22.11	76.96	0.0	404.0
2019-03-23 00:17:03	22.1	77.0	9.0	404.0
2019-03-23 00:17:06	22.07	76.98	3.0	400.0
2019-03-23 00:17:09	22.05	76.96	9.0	415.0
2019-03-23 00:17:12	22.05	76.98	3.0	420.0
2019-03-23 00:17:15	22.05	76.96	0.0	400.0
2019-03-23 00:17:18	22.03	76.98	8.0	400.0
2019-03-23 00:17:22	22.0	77.01	0.0	400.0
2019-03-23 00:17:25	21.97	77.0	0.0	400.0
2019-03-23 00:17:28	21.93	77.01	0.0	402.0
2019-03-23 00:17:31	21.91	77.05	0.0	400.0
2019-03-23 00:17:34	21.87	77.07	0.0	402.0
2019-03-23 00:17:37	21.83	77.01	0.0	400.0
2019-03-23 00:17:40	21.8	77.05	0.0	408.0
2019-03-23 00:17:43	21.77	77.11	0.0	400.0
2019-03-23 00:17:47	21.75	77.07	7.0	400.0
2019-03-23 00:17:50	21.71	77.11	5.0	400.0
2019-03-23 00:17:53	21.68	77.11	13.0	406.0
2019-03-23 00:17:56	21.63	77.03	4.0	410.0
2019-03-23 00:17:59	21.62	77.09	3.0	419.0
2019-03-23 00:18:02	21.59	77.05	5.0	410.0
2019-03-23 00:18:05	21.59	77.03	8.0	409.0
2019-03-23 00:18:08	21.59	77.01	7.0	427.0
2019-03-23 00:18:11	21.59	77.05	9.0	431.0
2019-03-23 00:18:15	21.6	77.07	9.0	438.0
2019-03-23 00:18:18	21.61	77.07	13.0	446.0
2019-03-23 00:18:21	21.64	77.07	14.0	443.0
2019-03-23 00:18:24	21.65	77.05	19.0	448.0
2019-03-23 00:18:27	21.65	77.07	18.0	431.0
2019-03-23 00:18:30	21.65	77.01	13.0	438.0
2019-03-23 00:18:33	21.63	77.03	15.0	432.0
2019-03-23 00:18:36	21.65	77.05	18.0	447.0
2019-03-23 00:18:39	21.68	77.05	19.0	458.0
2019-03-23 00:18:43	21.68	77.09	21.0	462.0
2019-03-23 00:18:46	21.7	77.09	29.0	473.0
2019-03-23 00:18:49	21.71	77.07	32.0	478.0
2019-03-23 00:18:52	21.74	77.05	27.0	486.0
2019-03-23 00:18:55	21.76	77.05	29.0	473.0
2019-03-23 00:18:58	21.77	77.05	25.0	475.0
2019-03-23 00:19:01	21.77	77.07	35.0	468.0
2019-03-23 00:19:04	21.77	77.07	25.0	457.0
2019-03-23 00:19:07	21.76	77.07	26.0	477.0
2019-03-23 00:19:11	21.77	77.01	29.0	481.0
2019-03-23 00:19:14	21.77	77.07	30.0	465.0
2019-03-23 00:19:17	21.78	77.05	27.0	459.0
2019-03-23 00:19:20	21.78	77.01	28.0	458.0
2019-03-23 00:19:23	21.79	77.07	30.0	460.0
2019-03-23 00:19:26	21.79	77.05	25.0	479.0
2019-03-23 00:19:29	21.81	77.03	31.0	502.0
2019-03-23 00:19:32	21.81	76.98	30.0	504.0
2019-03-23 00:19:35	21.83	77.01	30.0	488.0
2019-03-23 00:19:39	21.83	77.01	32.0	481.0
2019-03-23 00:19:42	21.84	77.05	36.0	481.0
2019-03-23 00:19:45	21.85	77.03	36.0	468.0
